USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,physical_city,physical_state,physical_zip,business_phone,mobile_number,email_address,mailing_address,mailing_city,mailing_state,mailing_zip,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3369819,,CARRIER,ACTIVE,None,CORTEZ UNDERGROUND UTILITY LLC,,,13115 N 16,POTEET,TX,78065-4353,(415) 264-9421,,,13115 N 16,POTEET,TX,78065-4353,2,3,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Construction, "
3369846,,CARRIER,NOT AUTHORIZED,None,IF STAFFING & CONSTRUCTION LLC,OTR-ON THE RUN TRUCKING & LOGISTICS,,4810 6TH ST,PORT ARTHUR,TX,77642,(941) 584-9868,,,4810 6TH ST,PORT ARTHUR,TX,77642-1312,2,2,2019-12-13,,"Auth. For Hire, ","Interstate, ","General Freight, "
3369864,,CARRIER,ACTIVE,None,QRA TRUCKING,,,2215 STRATTON LN APT 9202,ARLINGTON,TX,76006-5544,(214) 468-1488,,,2215 STRATTON LN APT 9202,ARLINGTON,TX,76006-5544,1,2,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3369865,,CARRIER,NOT AUTHORIZED,None,CENTERLINE LOGISTICS LLC,,,800 ROSS AVE APT 3109,DALLAS,TX,75202,(972) 246-8696,,,800 ROSS AVE APT 3109,DALLAS,TX,75202-1817,1,1,2019-12-13,,"Auth. For Hire, ","Interstate, ","General Freight, "
3369908,,CARRIER,ACTIVE,None,BIG HEAD LOGISTICS LLC,,,802 MARNE LN,HOUSTON,TX,77090-1907,(281) 905-1233,,,802 MARNE LN,HOUSTON,TX,77090-1907,1,2,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Logs, Poles, Beams, Lumber, "
3369909,,CARRIER,ACTIVE,None,WILLIANS SIGARAN AYALA,,,3806 N BELT LINE RD APT 110,IRVING,TX,75038-1835,(214) 271-7441,,,3806 N BELT LINE RD APT 110,IRVING,TX,75038-1835,1,1,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3369915,,CARRIER,NOT AUTHORIZED,None,HODGES HAULS LLC,,,4975 GARDEN GROVE CT,GRAND PRAIRIE,TX,75052,(541) 210-8330,,,5900 BALCONES DR STE 100,AUSTIN,TX,78731-4298,1,1,2019-12-13,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Motor Vehicles, Logs, Poles, Beams, Lumber, Building Materials, Mobile Homes, Intermodal Cont., Oilfield Equipment, Grain, Feed, Hay, Commodities Dry Bulk, Paper Products, Utilities, Agricultural/Farm Supplies, Construction, "
3369951,,CARRIER,NOT AUTHORIZED,None,K & Q TRUCKING LLC,,,8410 N MEADOW BIRD CIR,MISSOURI CITY,TX,77489,(832) 687-8236,,,8410 N MEADOW BIRD CIR,MISSOURI CITY,TX,77489-6146,1,1,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370013,,CARRIER,ACTIVE,None,CMG HAULING LLC,,,5208 HAMPTON CT,ROSENBERG,TX,77471-5562,(832) 763-7005,,,5208 HAMPTON CT,ROSENBERG,TX,77471-5562,1,0,2019-12-14,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, Construction, "
3370067,,CARRIER,NOT AUTHORIZED,None,NEXT GENERATION TRANSPORT SERVICES,,,264 HYACINTH RD,GILMER,TX,75645,(903) 797-8722,,,264 HYACINTH RD,GILMER,TX,75645,1,1,2019-12-14,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370165,,CARRIER,NOT AUTHORIZED,None,ETBJ ENTERPRISES LLC,,,7326 LIBERTY RIDGE LN,HOUSTON,TX,77049-3989,(713) 922-7221,,,7326 LIBERTY RIDGE LN,HOUSTON,TX,77049-3989,5,5,2019-12-24,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370194,,CARRIER,ACTIVE,None,BYERS WELL SERVICE LLC,,,701 DOUGLAS RD,ELECTRA,TX,76360-2202,(940) 500-7964,,,"PO BOX 873
IOWA PARK, TX   76367-0873",,,,3,2,2019-12-15,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Oilfield Equipment, Utilities, "
3370247,,CARRIER,NOT AUTHORIZED,None,COURTNEY HICKMAN,HICKMAN TRUCKING,,917 BLUE QUAIL RUN,GLENN HEIGHTS,TX,75154,(941) 584-9868,,,917 BLUE QUAIL RUN,GLENN HEIGHTS,TX,75154-8444,1,1,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370303,,CARRIER,ACTIVE,None,ALPINE TRUCK SERVICES LLC,,,255 3189A,CLEVELAND,TX,77327,(281) 709-5565,,,255 3189A,CLEVELAND,TX,77327,1,1,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Logs, Poles, Beams, Lumber, Machinery, Large Objects, "
3370380,,CARRIER,ACTIVE,None,ROCK DOG LLC,,,11806 BALCONES WAY,AUSTIN,TX,78750-2904,(512) 277-0884,,,11806 BALCONES WAY,AUSTIN,TX,78750-2904,2,3,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","SAND AND GRAVEL, "
3370391,,CARRIER,NOT AUTHORIZED,None,GR TRANSPORTATION & LOGISTICS LLC,,,189 COMMERCIAL ST,EAGLE PASS,TX,78852,(871) 727-9702,,,189 COMMERCIAL ST,EAGLE PASS,TX,78852-4856,2,2,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, Building Materials, "
3370397,,CARRIER,NOT AUTHORIZED,None,AMADOR INNOVATIONS INC,AMADOR INNOVATIONS & LOGISTICS,,1039 PROGRESO DR,HOUSTON,TX,77038,(346) 754-6602,,,1039 PROGRESO DR,HOUSTON,TX,77038-2231,1,1,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, Machinery, Large Objects, "
3370401,,CARRIER,NOT AUTHORIZED,None,MICHAEL'S TRANSPORTATION LLC,,,17850 SUNMEADOW DR APT 2207,DALLAS,TX,75252,(786) 461-8352,,,17850 SUNMEADOW DR APT 2207,DALLAS,TX,75252-5383,1,1,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, Beverages, "
3370402,,CARRIER,ACTIVE,None,NEW BRAUNFELS WATERPARK LLC,,,381 E AUSTIN ST,NEW BRAUNFELS,TX,78130-4107,(830) 625-2351,,,381 E AUSTIN ST,NEW BRAUNFELS,TX,78130-4107,16,35,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3370411,,CARRIER,ACTIVE,None,BLUE STAR DUMPSTERS LLC,,,2320 HINTON DR,IRVING,TX,75061-5708,(214) 495-1510,,,2000 W COLORADO BLVD,DALLAS,TX,75208-3029,1,1,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Garbage/Refuse, "
3370482,,CARRIER,ACTIVE,None,JOSE JORGE VALENZUELA,JJK TRANSPORT,,12949 BUCKNELL DR,EL PASO,TX,79928-5763,(915) 270-0386,,,12949 BUCKNELL DR,EL PASO,TX,79928-5763,1,1,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3370492,,CARRIER,NOT AUTHORIZED,None,LEE & HICKS TRANSPORTATION COM LLC,,,1200 FORD RD STE B 153,FARMERS BRANCH,TX,75234,(469) 386-0987,,,1200 FORD RD STE B 153,FARMERS BRANCH,TX,75234,1,1,2019-12-16,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3370507,,CARRIER,NOT AUTHORIZED,None,HUTCHINSON TRUCKING LLC,,,5310 EL TIGRE LN,BAYTOWN,TX,77521,(253) 243-4294,,,5310 EL TIGRE LN,BAYTOWN,TX,77521-2655,1,1,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370529,,CARRIER,ACTIVE,None,OVIDIO SALGUERO GARCIA,OSG TRANSPORT,,5503 PERALTA MILLS WAY,KATY,TX,77449,(909) 697-8292,,,5503 PERALTA MILLS WAY,KATY,TX,77449,1,1,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, "
3370575,,CARRIER,ACTIVE,None,JKM TRUCKING LLC,,,7801 PEDEN RD,AZLE,TX,76020-5425,(817) 437-7622,,,7801 PEDEN RD,AZLE,TX,76020-5425,1,1,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3370588,,CARRIER,NOT AUTHORIZED,None,DVCE SORIANO DELIVERY LLC,,,4034 6 APT 2014,HOUSTON,TX,77082,(346) 309-1369,,,4034 6 APT 2014,HOUSTON,TX,77082-4419,1,1,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3370595,,CARRIER,NOT AUTHORIZED,None,GRAYWOLF & SON TRUCKING LLC,,,2611 MAY ST,FORT WORTH,TX,76110,(817) 692-5796,,,2611 MAY ST,FORT WORTH,TX,76110-3335,1,1,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370605,,CARRIER,ACTIVE,None,GABRIEL WILLIAMS,GW DELIVERY SERVICES,,7720 BRETSHIRE DR,HOUSTON,TX,77016-3904,(281) 787-6694,,,7720 BRETSHIRE DR,HOUSTON,TX,77016-3904,1,1,2019-12-18,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Logs, Poles, Beams, Lumber, Building Materials, "
3370610,,CARRIER,NOT AUTHORIZED,None,HENOK HAGOS,HGH TRANSPORT,,1006 CABANA LN,GARLAND,TX,75042,(404) 205-3237,,,1006 CABANA LN,GARLAND,TX,75042-5442,1,1,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370623,,CARRIER,ACTIVE,None,EARTHWORKS LOGISTICS & INVESTMENTS INC,,,3119 MARKSCOTT DR,HOUSTON,TX,77082,(956) 457-4405,,,3119 MARKSCOTT DR,HOUSTON,TX,77086-2000,2,2,2019-12-23,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","SAND & GRAVEL, "
3370632,,CARRIER,ACTIVE,None,ALONSO ORTIZ BLANCO,,,1719 W FRENCH PL,SAN ANTONIO,TX,78201-5435,(210) 882-2165,,,1719 W FRENCH PL,SAN ANTONIO,TX,78201-5435,1,1,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3370643,,CARRIER,NOT AUTHORIZED,None,ARSH BROTHERS INC,,,2775 VILLA CREEK DR STE 220,DALLAS,TX,75234,(210) 900-6412,,,2775 VILLA CREEK DR STE 220,DALLAS,TX,75234-7474,2,2,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370660,,CARRIER,NOT AUTHORIZED,None,THA BAG BUILDERS LLC,,,2525 LUCKY ST,HOUSTON,TX,77088,(832) 205-2385,,,2525 LUCKY ST,HOUSTON,TX,77088-7019,1,1,2019-12-24,1 (2019),"Auth. For Hire, ","Interstate, ","General Freight, "
3370666,,CARRIER,NOT AUTHORIZED,None,JESUS EDUARDO CUELLAR JK TRANSPORT,JK TRANSPORT,,1160 ESPEJO MOLINA RD,RIO BRAVO,TX,78046,(956) 898-6970,,,1160 ESPEJO MOLINA RD,RIO BRAVO,TX,78046-7686,2,2,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370695,,CARRIER,ACTIVE,None,BIGBIZNIZ TRUCKING LLC,,,5090 CHINQUAPIN LN,BEAUMONT,TX,77708,(409) 880-5422,,,5090 CHINQUAPIN LN,BEAUMONT,TX,77708-3914,1,1,2019-12-27,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Coal/Coke, Commodities Dry Bulk, "
3370725,,CARRIER,ACTIVE,None,GNJ TRANSPORT LLC,,,4716 616,ALVARADO,TX,76009-6144,(806) 663-9766,,,4716 616,ALVARADO,TX,76009-6144,1,1,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT SAND GRAVEL, "
3370758,,CARRIER,NOT AUTHORIZED,None,DROP EXPRESS LLC,,,1612 NATURAL BRIDGE LN,PFLUGERVILLE,TX,78660,(512) 825-8276,,,1612 NATURAL BRIDGE LN,PFLUGERVILLE,TX,78660,1,1,2019-12-21,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3370786,,CARRIER,NOT AUTHORIZED,None,TEXAS BEST TRANSPORT,,,5642 CANYON FOREST DR,HOUSTON,TX,77088,(281) 928-4193,,,5642 CANYON FOREST DR,HOUSTON,TX,77088-2644,1,1,2019-12-16,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, "
3370825,,CARRIER,ACTIVE,None,SAINT TRANSPO LLC,,,1405 DUTCHMAN CREEK DR,DESOTO,TX,75115-3659,(972) 802-1641,,,1405 DUTCHMAN CREEK DR,DESOTO,TX,75115-3659,1,4,2019-12-16,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3370892,,CARRIER,NOT AUTHORIZED,None,ETHAN MILLER,UHAULING HEAVY LOADS,,1604 OAK GLEN TRL,DALLAS,TX,75232,(214) 938-4159,,,1604 OAK GLEN TRL,DALLAS,TX,75232-3734,1,1,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, "
3370918,,CARRIER,NOT AUTHORIZED,None,DANTE REYNA DEL TORO AND MELVIN BOYKIN III,HIGH FADE TRANSPORT,,4509 PARKWOOD DR,FOREST HILL,TX,76140,(817) 705-6374,,,4509 PARKWOOD DR,FOREST HILL,TX,76140-1410,1,2,2019-12-24,,"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3370957,,CARRIER,NOT AUTHORIZED,None,INMA SOLUTIONS TRUCKING LLC,,,454 JEFFERSON ST,EAGLE PASS,TX,78852,(830) 335-1796,,,454 JEFFERSON ST,EAGLE PASS,TX,78852-4507,1,1,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, Building Materials, OTHER, "
3371013,,CARRIER,NOT AUTHORIZED,None,C BAR D OILFIELD SERVICES LLC,,,8145 531,HALLETTSVILLE,TX,77964,(361) 290-7404,,,4237 RAPIDS DR,CORP CHRISTI,TX,78410-5708,6,5,2019-12-17,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Liquids/Gases, Oilfield Equipment, Grain, Feed, Hay, Chemicals, Construction, SAND, "
3371049,,CARRIER,NOT AUTHORIZED,None,NCTT LLC,,,3802 REMINGTON CT,SACHSE,TX,75048,(214) 962-6993,,,3802 REMINGTON CT,SACHSE,TX,75048-5432,1,4,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, "
3371056,,CARRIER,ACTIVE,None,J'S TRANSPORT LLC,,,24211 WATERWELL,"OAKS
 SAN ANTONIO",TX,78261-2702,(210) 420-3774,,,24211 WATERWELL,"OAKS
 SAN ANTONIO",TX,78261-2702,1,1,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Motor Vehicles, "
3371062,,CARRIER,ACTIVE,None,EXECUTIVE TOP NOTCH TRUCKING,,,1339 STEVENAGE LN,CHANNELVIEW,TX,77530-4818,(281) 779-5586,,,1339 STEVENAGE LN,CHANNELVIEW,TX,77530-4818,1,4,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, "
3371093,,CARRIER,NOT AUTHORIZED,None,MUGROSO TRANSPORT LLC,,,11856 BELFRY PARK DR,EL PASO,TX,79936,(915) 241-5453,,,11856 BELFRY PARK DR,EL PASO,TX,79936-0898,1,1,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, Building Materials, Beverages, Paper Products, "
3371110,,CARRIER,NOT AUTHORIZED,None,PEM LOGISTICS LLC,,,8502 E HARDY RD,HOUSTON,TX,77093,(281) 330-5116,,,8502 E HARDY RD,HOUSTON,TX,77093,1,1,2019-12-17,"45,800 (2019)","Auth. For Hire, ","Interstate, ","Machinery, Large Objects, Construction, "
3371168,,CARRIER,NOT AUTHORIZED,None,CLAM TRANSPORT LLC,,,5302 SPRINGFIELD AVE UNIT 216,LAREDO,TX,78041,(956) 516-1347,,,5302 SPRINGFIELD AVE UNIT 216,LAREDO,TX,78041-6305,1,1,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, "
3371186,,CARRIER,NOT AUTHORIZED,None,SHH LOGISTICS LLC,SUPOR HEAVY HAUL,,7700 E SAM HOUSTON PKWY,HOUSTON,TX,77049,(973) 868-2684,,,7700 E SAM HOUSTON PKWY,HOUSTON,TX,77049,14,20,2019-12-17,1 (2019),"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Intermodal Cont., Utilities, Construction, "
3371215,,CARRIER,ACTIVE,None,DANIEL BECERRA SUSTAITA,BARBA NEGRA TRUCKING,,878 MESA,"RIM
 FABENS",TX,79838,(915) 691-1818,,,"PO BOX 3224
FABENS, TX   79838",,,,1,1,2019-12-03,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT,SAND, GRAVE, "
3371216,,CARRIER,NOT AUTHORIZED,None,GIFTED LEADERS AND DREAMERS ACADEMY LLC,,,2007 ROLLING HILLS DR,PEARLAND,TX,77581-1419,(336) 473-7711,,,2007 ROLLING HILLS DR,PEARLAND,TX,77581-1419,1,1,2019-12-19,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Oilfield Equipment, Grain, Feed, Hay, Commodities Dry Bulk, Paper Products, Utilities, Agricultural/Farm Supplies, Construction, "
3371225,,CARRIER,ACTIVE,None,DDW TRUCKING LLC,,,4809 322,DE BERRY,TX,75639-2639,(415) 264-9421,,,4809 322,DE BERRY,TX,75639-2639,1,1,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3371245,,CARRIER,ACTIVE,None,RAFAEL GARCIA NUNEZ,RG TRUCKING,,311 E MAIN ST,OLNEY,TX,76374-1925,(786) 817-4388,,,311 E MAIN ST,OLNEY,TX,76374-1925,1,1,2019-12-27,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","SAND, "
3371246,,CARRIER,ACTIVE,None,ELIER ROMERO VAZQUEZ,LEF TRUCKING,,4900 E UNIVERSITY BLVD APT 904,ODESSA,TX,79762-8117,(561) 633-0124,,,4900 E UNIVERSITY BLVD APT 904,ODESSA,TX,79762-8117,1,1,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3371267,,CARRIER,ACTIVE,None,DIG LINE TEXAS LLC,,,901 N 11TH ST,PENITAS,TX,78576-8159,(956) 400-9329,,,901 N 11TH ST,PENITAS,TX,78576-8159,1,2,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3371272,,CARRIER,ACTIVE,None,I-G-C TRUCKING CO,,,3236 N 95,NACOGDOCHES,TX,75961-0743,(972) 802-4505,,,3236 N 95,NACOGDOCHES,TX,75961-0743,1,1,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Logs, Poles, Beams, Lumber, "
3371277,,CARRIER,NOT AUTHORIZED,None,NEED MOE TRUCKING LLC,,,25770 159 RD,NAVASOTA,TX,77868,(936) 870-6182,,,25770 159 RD,NAVASOTA,TX,77868-8017,1,1,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, "
3371348,,CARRIER,ACTIVE,None,24-7 LOGISTICS LLC,,,42 SAGE RD,SAN ANGELO,TX,76901-5427,(325) 212-7585,,,42 SAGE RD,SAN ANGELO,TX,76901-5427,1,1,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3371382,,CARRIER,ACTIVE,None,STRAIGHT CARGO LLC,,,2001 360 APT 3108,EULESS,TX,76039-5317,(214) 514-8848,,,2001 360 APT 3108,EULESS,TX,76039-5317,1,2,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3371418,,CARRIER,NOT AUTHORIZED,None,KAPPA TRANSPORTATION LLC,,,2466 MATLAND DR,DALLAS,TX,75237,(972) 891-2202,,,2466 MATLAND DR,DALLAS,TX,75237-2716,1,1,2019-12-17,,"Auth. For Hire, ","Interstate, ","General Freight, "
3371426,,CARRIER,ACTIVE,None,J W DELIVERY,WILVER UMANZOR J W DELIVERY,,5047 BRISCOE ST,HOUSTON,TX,77033-3623,(713) 443-6855,,,5047 BRISCOE ST,HOUSTON,TX,77033-3623,1,3,2019-12-17,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3371503,,CARRIER,NOT AUTHORIZED,None,ALL INN TRUCKING LLC,,,4017 GOLDEN ROD DR,FORNEY,TX,75126-8404,(405) 792-6946,,,4017 GOLDEN ROD DR,FORNEY,TX,75126-8404,1,1,2019-12-26,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3371529,,CARRIER,NOT AUTHORIZED,None,H&R CONSULTANTS LLC,,,6736 W 24TH ST,ODESSA,TX,79763,(432) 888-6887,,,6736 W 24TH ST,ODESSA,TX,79763-5927,1,1,2019-12-18,,"Auth. For Hire, ","Interstate, ","OTHER, "
3371603,,CARRIER,NOT AUTHORIZED,None,TTR HOLLOW ENTERPRIZE LLC,,,1029 6 STE 650,HOUSTON,TX,77079,(405) 792-6946,,,"PO BOX 168
HOUSTON, TX   77001-0168",,,,1,1,2019-12-18,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3371641,,CARRIER,NOT AUTHORIZED,None,MBARK TRANSPORTATION SERVICES LLC,,,1515 CHERRY HILL DR,LUFKIN,TX,75904,(941) 584-9868,,,1515 CHERRY HILL DR,LUFKIN,TX,75904-5327,17,17,2019-12-18,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3371649,,CARRIER,ACTIVE,None,MIGUEL MALDONADO CEDILLO,MMC PALLETS,,3104 ROOSEVELT AVE,FORT WORTH,TX,76106-5450,(817) 501-4220,,,3104 ROOSEVELT AVE,FORT WORTH,TX,76106-5450,1,1,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, OTHER, "
3371661,,CARRIER,NOT AUTHORIZED,None,PRIORITY 1 DEF DISTRIBUTORS LLC,,,8175 LAS CRUCES DR,LAREDO,TX,78045,(956) 489-9700,,,7917 MCPHERSON RD STE 205,LAREDO,TX,78045-2812,2,2,2019-12-18,,"Auth. For Hire, ","Interstate, ","General Freight, Liquids/Gases, OTHER, "
3371680,,CARRIER,ACTIVE,None,RONALD B ROGERS,TTC WORLDWIDE,,12523 BRIGHT PASS,SAN ANTONIO,TX,78253-5197,(210) 966-7940,,,12523 BRIGHT PASS,SAN ANTONIO,TX,78253-5197,1,1,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3371704,,CARRIER,ACTIVE,None,LOAD LOCK MOTOR FREIGHT LLC,,,1606 PORT VICTORIA DR,LAREDO,TX,78045-9044,(956) 606-9906,,,1606 PORT VICTORIA DR,LAREDO,TX,78045-9044,1,1,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3371742,,CARRIER,NOT AUTHORIZED,None,MARTIN'S WAY LLC,,,4315 ESMOND DR APT 606,ODESSA,TX,79762,(432) 349-0701,,,4315 ESMOND DR APT 606,ODESSA,TX,79762-4655,3,3,2019-12-18,1 (2018),"Auth. For Hire, ","Interstate, ","FRAC SAND, "
3371790,,CARRIER,ACTIVE,None,HASTY TRANS SHIPPING LLC,,,6036 RIDGECREST RD APT 402,DALLAS,TX,75231-9352,(499) 677-0322,,,6036 RIDGECREST RD APT 402,DALLAS,TX,75231-9352,1,1,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3371791,,CARRIER,ACTIVE,None,M4R1N3 US LLC,1-800-JUNKPRO,,9909 MENCHACA RD,AUSTIN,TX,78748-1319,(760) 730-2874,,,9706 TANGLEMEDE ST,AUSTIN,TX,78748-5295,2,8,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Household Goods, Logs, Poles, Beams, Lumber, Building Materials, Garbage/Refuse, "
3371800,,CARRIER,NOT AUTHORIZED,None,GLOBAL FORCE LOGISTICS LLC,,,14920 KUYKENDAHL RD,HOUSTON,TX,77090,(346) 270-2148,,,2935 INTREPID ELM ST,HOUSTON,TX,77084-4290,3,6,2019-12-18,,"Auth. For Hire, ","Interstate, ","General Freight, "
3371833,,CARRIER,ACTIVE,None,GEAUX ROUGE TRUCKING LLC,,,11807 WESTHEIMER RD STE 550,HOUSTON,TX,77077-6790,(225) 803-2731,,,11807 WESTHEIMER RD STE 550,HOUSTON,TX,77077-6790,1,2,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Commodities Dry Bulk, "
3371849,,CARRIER,NOT AUTHORIZED,None,CEBALLOS TRANSPORT LLC,,,6930 THIRD ST,CANUTILLO,TX,79835,(915) 275-3040,,,6930 THIRD ST,CANUTILLO,TX,79835-5477,1,1,2019-12-18,,"Auth. For Hire, ","Interstate, ","General Freight, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Grain, Feed, Hay, Paper Products, Agricultural/Farm Supplies, Construction, "
3371859,,CARRIER,ACTIVE,None,MG TRANSPORTATION,,,1010 TREEHOUSE LN,RED OAK,TX,75154-5432,(214) 980-8238,,,1010 TREEHOUSE LN,RED OAK,TX,75154-5432,3,1,2019-12-18,"1,000 (2019)","Auth. For Hire, ","Interstate, ","General Freight, "
3371876,,CARRIER,NOT AUTHORIZED,None,GERBERT W NAVARRETE,WILLIAM NAVARRETE TRUCKING,,12706 MOSIELEE ST,HOUSTON,TX,77086,(281) 973-8518,,,12706 MOSIELEE ST,HOUSTON,TX,77086-2931,1,4,2019-12-18,,"Auth. For Hire, ","Interstate, ","General Freight, Building Materials, "
3371890,,CARRIER,NOT AUTHORIZED,None,NCHC LOGISTICS LLC,,,2010 THOMPSON RD APT 27,RICHMOND,TX,77469,(832) 605-2351,,,2010 THOMPSON RD APT 27,RICHMOND,TX,77469-4958,5,20,2019-12-18,,"Auth. For Hire, ","Interstate, ","General Freight, "
3371897,,CARRIER,ACTIVE,None,JAYDEN TRUCKING LLC,,,1301 HARLESS AVE APT 1128,ODESSA,TX,79763-1834,(786) 718-9980,,,1301 HARLESS AVE APT 1128,ODESSA,TX,79763-1834,1,1,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3371919,,CARRIER,ACTIVE,None,LADY BIRD ENTERTAINMENT LLC,,,3020 E 12TH ST,AUSTIN,TX,78702-2502,(563) 249-7003,,,3020 E 12TH ST,AUSTIN,TX,78702-2502,1,3,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3371947,,CARRIER,NOT AUTHORIZED,None,SPACE A LOGISTICS LLC,,,5900 BALCONES DR STE 100,AUSTIN,TX,78731,(817) 822-6979,,,"PO BOX 769
KELLER, TX   76244-0769",,,,1,1,2019-12-24,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3371987,,CARRIER,ACTIVE,None,RCF WASTE MANAGEMENT LLC,,,13482 529 RD STE 3,HOUSTON,TX,77041-2736,(832) 243-6778,,,13482 529 RD STE 3,HOUSTON,TX,77041-2736,4,6,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, Garbage/Refuse, Construction, "
